what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142534066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142545862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142547350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142726724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142738551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142780427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142839628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142840811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142842791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142853584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142871113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682142887950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682142888767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682142902103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142913940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142914879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142921199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682142932308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682142934268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682142935501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682142937213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682142939206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143001288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143004597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143006094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143019774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143061545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143072043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143087980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143092492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143093181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143093784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143104906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143111020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143126882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143130033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143132965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143136786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143137018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143140293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143153918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143154317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143160866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143164962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1682143166514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1682143167877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143168307
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143170332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143185658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143196792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143222462
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1682143224162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143226142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143227117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143230748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143231908
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1682143231913
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143233000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1682143233200
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143239147
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143282702
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143293454
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143300160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682143329332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1682143343538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143345057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143346067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143349157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143350847
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1682143350853
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143351926
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1682143352121
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143358085
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143390829
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143411669
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143417970
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682143455360
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143456134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143458252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143496275
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1682143496416
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143499620
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1682143500381
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1682143507445
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682143508091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143523922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143527411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682143530554
