what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1682174588080
arch,sysinfo,,,"x86",1682174588080
ws,sysinfo,,,"win32",1682174588080
locale,sysinfo,,,"en_US",1682174588080
processors,sysinfo,,,"24",1682174588080
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1682174588080
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1682174588080
java.specification.name,sysinfo,,,"Java Platform API Specification",1682174588080
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1682174588080
java.specification.version,sysinfo,,,"1.6",1682174588080
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1682174588080
java.version,sysinfo,,,"1.6.0_23",1682174588080
java.vm.info,sysinfo,,,"mixed mode",1682174588080
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1682174588080
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1682174588080
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1682174588080
java.vm.specification.version,sysinfo,,,"1.0",1682174588080
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1682174588080
java.vm.version,sysinfo,,,"19.0-b09",1682174588080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1682174588789
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1682174589617
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1682174589637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682174591295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682174591750
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1682174594946
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1682174596364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682174596441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1682174608256
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1682174608265
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682174609400
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1682174609591
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1682174609594
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1682174609594
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1682174609594
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1682174609597
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1682174609615
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682174633594
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1682174638993
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682174641643
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1682174698927
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682174698968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1682174698979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1682174721639
